Speaker A,     I appreciate that.                                                                                                                                                                                                                                                                                                                                                                                                                                                
Speaker C,"     And please excuse my ignorance if I didn't know, because I don't know psychotherapy. I don't know.                                                                                                                                                                                                                                                                                                                                                                "
Speaker B,     That's understandable. And a lot of people don't don't know.                                                                                                                                                                                                                                                                                                                                                                                                      
Speaker A,     Yeah.                                                                                                                                                                                                                                                                                                                                                                                                                                                             
Speaker C,"     And even when I went with I probably were bad clients. I said, but I'm happy with myself. And they would say of me that I come to the answer to myself. And they do.                                                                                                                                                                                                                                                                                              "
Speaker B,"     But what I might suggest, with use permission is that maybe we do create a space where if this was to arise again or question, that you could maybe come in at the beginning or at the end.                                                                                                                                                                                                                                                                       "
Speaker C,"     And anyway, if you ever want, I'd love to commit.                                                                                                                                                                                                                                                                                                                                                                                                                 "
Speaker A,     If you talk to you and it.                                                                                                                                                                                                                                                                                                                                                                                                                                        
Speaker C,"     Was good, and I just answer questions. I wouldn't sit myself.                                                                                                                                                                                                                                                                                                                                                                                                     "
Speaker B,"     No, I think it would probably be more helpful if there was something that you wanted to ask or there was something that you were concerned about that you could ring me and arrange maybe to come in for five minutes at the beginning of the session or five minutes at the end in Hughes presence with Hughes permission.                                                                                                                                       "
Speaker C,     Yes.                                                                                                                                                                                                                                                                                                                                                                                                                                                              
Speaker B,     So I think that would be good.                                                                                                                                                                                                                                                                                                                                                                                                                                    
Speaker C,"     Likewise, if you ever wanted me, I can for five minutes and you could say is that okay?                                                                                                                                                                                                                                                                                                                                                                           "
Speaker B,     Yes.                                                                                                                                                                                                                                                                                                                                                                                                                                                              
Speaker C,"     Max of five minutes, I'm available. If you wanted me in your presence, would that be okay? I think so, yes. Okay.                                                                                                                                                                                                                                                                                                                                                 "
Speaker A,     Thank you.                                                                                                                                                                                                                                                                                                                                                                                                                                                        
Speaker B,     Very much.                                                                                                                                                                                                                                                                                                                                                                                                                                                        
Speaker C,     All right.                                                                                                                                                                                                                                                                                                                                                                                                                                                        
Speaker B,     See you too.                                                                                                                                                                                                                                                                                                                                                                                                                                                      
Speaker C,     I appreciate thanks.                                                                                                                                                                                                                                                                                                                                                                                                                                              
Speaker A,     Okay. Thank you. Last weekend tonight the rest weekend. Son.                                                                                                                                                                                                                                                                                                                                                                                                      
Speaker A,     How do the different warmer countries event yourself? Probably the hottest you've experienced? Australia mid to high 40s.                                                                                                                                                                                                                                                                                                                                         
Speaker C,     Yeah.                                                                                                                                                                                                                                                                                                                                                                                                                                                             
Speaker A,     Where? In Australia?                                                                                                                                                                                                                                                                                                                                                                                                                                              
Speaker B,     All over.                                                                                                                                                                                                                                                                                                                                                                                                                                                         
Speaker A,     How long were you there for?                                                                                                                                                                                                                                                                                                                                                                                                                                      
Speaker B,     Two years.                                                                                                                                                                                                                                                                                                                                                                                                                                                        
Speaker A,"     Class. That's not a holiday. Living abroad when I met some town he lives up in colonial his family, but he's originally from Malaysia and say if you're talking like European countries I think he spent nearly every European country spent fiber. Fiber.                                                                                                                                                                                                        "
Speaker A,     No. He spent about seven or eight different states in America. He spent to Canada.                                                                                                                                                                                                                                                                                                                                                                                
Speaker A,"     He spent Australia. He's only been to one or two places in Africa but he spent the Congo and he spent Egypt. He's taking up the world travel less, isn't it? He's come from a fairly well off family.                                                                                                                                                                                                                                                             "
Speaker A,     His parents are Malaysian. But his work was put his dad did back in Malaysia. He was an oil street diamond miner and landslide and safety be comparing the land that he had in Malaysia inside of Ireland.                                                                                                                                                                                                                                                        
Speaker A,"     He'd have a bit more land than all of Ireland back in Malaysia. In my head it's a bit too excessive. His dad wouldn't be a millionaire, wouldn't be billionaire, wouldn't be a trillionaire.                                                                                                                                                                                                                                                                      "
Speaker A,     Instead of being a zillionaire and more than likely hundreds of thousands of zillions.                                                                                                                                                                                                                                                                                                                                                                            
Speaker B,     How do you feel about what's just happened?                                                                                                                                                                                                                                                                                                                                                                                                                       
Speaker A,     That's fine. I'm fine with that.                                                                                                                                                                                                                                                                                                                                                                                                                                  
Speaker B,     And what are your thoughts about the sessions and about what your dad was?                                                                                                                                                                                                                                                                                                                                                                                        
Speaker A,"     I genuinely enjoy the sessions, Paul. I never fail. As if there's just any pressure on me or as if I'm expected to say this after the other. I just talk away free mindedly.                                                                                                                                                                                                                                                                                      "
Speaker A,     And I enjoy the sessions. I enjoy having a chat. There's always a nice award at the end of my go for a nice lunch with my dad afterwards.                                                                                                                                                                                                                                                                                                                         
Speaker A,     So I'm happy. I wouldn't put an end to these sessions at all.                                                                                                                                                                                                                                                                                                                                                                                                     
Speaker C,     Okay.                                                                                                                                                                                                                                                                                                                                                                                                                                                             
Speaker B,     I think it is important in light of this that we do maybe just explore that over that piece again about the sessions and about.                                                                                                                                                                                                                                                                                                                                   
Speaker A,     Rehabilitation.                                                                                                                                                                                                                                                                                                                                                                                                                                                   
Speaker B,"     Yeah. It's not rehabilitation, it's not cognitive rehabilitation.                                                                                                                                                                                                                                                                                                                                                                                                 "
Speaker A,     That'S getting me back on track.                                                                                                                                                                                                                                                                                                                                                                                                                                  
Speaker B,"     Well, it's a space for you to open up.                                                                                                                                                                                                                                                                                                                                                                                                                            "
Speaker C,     Yeah.                                                                                                                                                                                                                                                                                                                                                                                                                                                             
Speaker B,     Your own inner world.                                                                                                                                                                                                                                                                                                                                                                                                                                             
Speaker A,     I'm quite happy that that's all.                                                                                                                                                                                                                                                                                                                                                                                                                                  
Speaker B,     But also you that just might be helpful because of your memory problems. Just to reiterate these sessions I don't decide when they finish either.                                                                                                                                                                                                                                                                                                                 
Speaker C,     Yeah.                                                                                                                                                                                                                                                                                                                                                                                                                                                             
Speaker B,     That you come for as long as.                                                                                                                                                                                                                                                                                                                                                                                                                                     
Speaker A,     You feel you need to know. I'm genuinely happy comforting Eric on each Friday like this Friday is definitely my favorite end week is I see you then. Go for lunch with my dad and we go back to Salons. We do a shopping super.                                                                                                                                                                                                                                   
Speaker A,"     And I take the rest of my neither. If I don't do an activity at home or go on a walk, then we'd have her dinner at home between six and half six and we'd either do a nice activity, go to film nays or maybe go bowling or go see some of my dad's family or maybe one of my dad's friends. Sports always what my dad would be into.                                                                                                                             "
Speaker A,"     Like, he'd be into hunting, shooting and stuff like that. He keeps birds of brave long heaps hunting dogs and he's keeping pigeons now. But there's two purposes the pigeons for the racing pigeons and then say if he's short on food for the paragraph, just trout pigeon into them.                                                                                                                                                                            "
Speaker A,     That's what it is. Everyone our dad's friends. He lives in Hope in Dublin.                                                                                                                                                                                                                                                                                                                                                                                        
Speaker A,"     Paul Fogley says name like he's like he's been in overpass 2030 years. He's been CEO or owner of between eight and ten different big businesses. These be fairly, fairly profitable businesses.                                                                                                                                                                                                                                                                   "
Speaker A,"     Like, say, in the year. The least profitable of this business is we generate a 15 million profit a year and that would be the least profitable length. I remember back in the building with a company called Fast Scaffolds and even delivering scaffolds all over the country and shipping them abroad as well.                                                                                                                                                  "
Speaker A,     He's money invested in some of the best resource in the world in Africa. He's got oil and diamond mines. I think he's a diamond mine in Australia as well.                                                                                                                                                                                                                                                                                                        
Speaker A,"     And then he's landing about north south. I think he's land in every continent there is. Like, say if you'd be adding it up, adding it all together, like, he wouldn't be a millionaire, he wouldn't be a billionaire, he wouldn't be a trillionaire, a zillionaire and more likely hundreds of thousands of civilians.                                                                                                                                            "
Speaker A,"     It's a bit excessive, but if you met the man, you wouldn't think that it's bad, like, because he's he's genuinely a really nice man. Like he's he's good good interpersonal skills and he's he's good craft as well. And like one of my dad's favorite sports be falconering.                                                                                                                                                                                     "
Speaker A,"     And like, say he's into falconer as well. Say if you talk to birds that he'd be gone hawk in westland I can remember where to hunt and up and up and hope before. And what kind of bird do you think he pulled out of the back of the street?                                                                                                                                                                                                                     "
Speaker B,     I have no idea.                                                                                                                                                                                                                                                                                                                                                                                                                                                   
Speaker A,"     A galactic seagull, galactic eagle, cedar. Say, standing underground. It'll go up it it'll go up to about a foot smaller than the Heights, that plant. Or maybe foot and a foot and a half.                                                                                                                                                                                                                                                                       "
Speaker A,     Like if it opens its wingspan. Its wingspan. We say me to that door.                                                                                                                                                                                                                                                                                                                                                                                              
Speaker A,"     Like dime. Dinosaurs are birds, like, but it's a haunting.                                                                                                                                                                                                                                                                                                                                                                                                        "
Speaker B,     So it's a bird prey bird.                                                                                                                                                                                                                                                                                                                                                                                                                                         
Speaker A,"     Bird of brave, but it's more like a dinosaur.                                                                                                                                                                                                                                                                                                                                                                                                                     "
Speaker B,     Do people use it to hunt? Has been used traditionally.                                                                                                                                                                                                                                                                                                                                                                                                            
Speaker A,"     Not traditionally, because it'd be a bird that say it's flying. Say we're walking in the street there and it's flying up. It could go down and pick us up.                                                                                                                                                                                                                                                                                                        "
Speaker B,"     Madness, right?                                                                                                                                                                                                                                                                                                                                                                                                                                                   "
Speaker A,     I'm not sure if you're talking it's Wayne's Fan save. It's in the middle of that map. Like it opens its way left when you'd be touching the edge of that map and it's right wing we live today. And it's nice.                                                                                                                                                                                                                                                    
Speaker A,"     Proper dinosaur bird, isn't it? My dad kept a few big birds himself like where we had American buzzard called a redtail. But like that say Hi toys and stand there in the ground. It's headed up to there, opens its right and it's right when you'd be touching the wind on its left when you're touching your legs.                                                                                                                                             "
Speaker A,     Massive bird like. I remember we're at a falcon hunt egg in Hope in Dublin and figure what was my Dallasburg? But there was like the falconer slipped slipped bird to go go get the rabbit. But I think the bird tell think it was a Jack Ross and took it upside up 200ft.                                                                                                                                                                                       
Speaker A,"     Yeah. By the time bird came back and landed that, the dog was dead like this. Crushed in a talons.                                                                                                                                                                                                                                                                                                                                                                "
Speaker A,"     One of my dad's friends, he lives up in Tallah. He keeps and trains attack dogs. He just uses them for security at his hometown.                                                                                                                                                                                                                                                                                                                                  "
Speaker A,"     He's a dogman, a Kenny Barcelona, a Mastiff and a Rockwell. I genuinely nearly feel sorry for, say, anyone that break into his head. Like they they wouldn't get out of the house alive.                                                                                                                                                                                                                                                                          "
Speaker A,"     That's never happened. However, there's one of his neighbor his neighbor's house was being robbed and they're coming out like the State House to the back of him. They're thrown the stuff over the back wall into Sean's garden and that's her dog and all that.                                                                                                                                                                                                 "
Speaker A,     So Sean came back and there was like a raid of goods in his backyard. The rocks are a new bathroom to hop in to try and get the stuff back.                                                                                                                                                                                                                                                                                                                       
Speaker B,"     So they put them they put the goods, ill gotten goods in a place where they couldn't get them.                                                                                                                                                                                                                                                                                                                                                                    "
Speaker A,     That's it.                                                                                                                                                                                                                                                                                                                                                                                                                                                        
Speaker B,     I think they tripped themselves up.                                                                                                                                                                                                                                                                                                                                                                                                                               
Speaker A,"     I remember when I was going to school in Dublin at the end state I'm going to go with kids that he's not from the extreme richest, wealthiest family. There are probably one of the richest young lads that was in school made like he's the same age as me. But when I was, say, 1718, I looked 1718. But say when he was that age, he looked as if he was mid to late 30s, if not early forty s.                                                                "
Speaker A,"     And he was a Muslim lad, so he didn't have voice into the black set of rounds. Black bushy hair, big beard on his beard condensed about there which as years onion. If you talk about the wealth that his dad would have between oil, diamonds and land how wealth would you say his dad would mention it before zillion or not million.                                                                                                                          "
Speaker A,"     Not billion, not trillion. It's definitely so much renting about it. Could you imagine, just say if normal people had that kind of money nearly, say, every month or every two or three months that one of your family members would go miss and you'd be getting a call, drop off 250,000 to such and such a spot, and that'd be fine.                                                                                                                           "
Speaker A,"     If you don't, you'll never see them again. I remember when I was going to school.                                                                                                                                                                                                                                                                                                                                                                                 "
Speaker B,     Being that well off expose you to something dangerous.                                                                                                                                                                                                                                                                                                                                                                                                            
Speaker A,"     Yeah. Like sure. I like I remember when I was young school in Dublin at the Institute, at some of the cases they got from, like, the elite, richest, laughish families in the world. Probably one of the richest.                                                                                                                                                                                                                                                 "
Speaker A,"     Something that wasn't that made the same work. Oils. But his dad his dad is an oil chic, diamond mine and land.                                                                                                                                                                                                                                                                                                                                                   "
Speaker A,"     Like to say, if it's just the oil, you don't multimillimillionaire. Say, hundreds of millions. Oil, chic and diamonds.                                                                                                                                                                                                                                                                                                                                            "
Speaker A,"     Billionaire, oil, chic, diamonds and land. Trillionaire. Money, bread and belt, man.                                                                                                                                                                                                                                                                                                                                                                              "
Speaker B,     Can I just interrupt you?                                                                                                                                                                                                                                                                                                                                                                                                                                         
Speaker A,     Yeah.                                                                                                                                                                                                                                                                                                                                                                                                                                                             
Speaker B,     I sort of just I'm still thinking about what happened when your dad came.                                                                                                                                                                                                                                                                                                                                                                                         
Speaker C,     In.                                                                                                                                                                                                                                                                                                                                                                                                                                                               
Speaker B,     Some of his concerns about you and about what goes on.                                                                                                                                                                                                                                                                                                                                                                                                            
Speaker A,     What are his concerns?                                                                                                                                                                                                                                                                                                                                                                                                                                            
Speaker B,     He was concerned about the therapy. The nature of the therapy?                                                                                                                                                                                                                                                                                                                                                                                                    
